mutant1,mutant2,template,passed_test,diff_locations,explored_diffs,elapsed_time
MaskVarChannel__OpenClutch_Template0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
parSeq__ReqNeu36.xml,MaskVarChannel__drive_Template.xml,Template01,PASSED,3,3,9
MaskVarChannel__drive_Template.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,13
parSeq__ReqNeu36.xml,delSync__ReqSet8.xml,Template04,FAILED,6,4,7
delSync__ReqSet8.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,2,7
parSeq__ReqNeu36.xml,delSync__ReqSet9.xml,Template06,FAILED,6,2,8
delSync__ReqSet9.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,1,7
parSeq__ReqNeu36.xml,urgLoc_32.xml,Template03,PASSED,3,3,8
urgLoc_32.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,2,7
parSeq__ReqNeu36.xml,urgLoc_18.xml,Template01,PASSED,3,3,8
urgLoc_18.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,9
parSeq__ReqNeu36.xml,MaskVarChannel__ReqTorque_Template0.xml,Template03,PASSED,3,3,9
MaskVarChannel__ReqTorque_Template0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,9
delOutput__ReqSet_0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,7
parSeq__ReqNeu36.xml,delOutput__ReqSet_0.xml,Template02,PASSED,3,3,7
parSeq__ReqNeu36.xml,delSync__GearSet3.xml,Template5,FAILED,6,4,6
delSync__GearSet3.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,5,7
parSeq__ReqNeu36.xml,urgChan_hello.xml,Template01,PASSED,3,3,7
urgChan_hello.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,9
parSeq__OpenClutch25.xml,parSeq__ReqNeu36.xml,Template04,FAILED,6,2,7
parSeq__ReqNeu36.xml,parSeq__OpenClutch25.xml,Template06,FAILED,6,1,8
parSeq__ReqNeu36.xml,delSync__CloseClutch3.xml,Template06,FAILED,6,1,8
delSync__CloseClutch3.xml,parSeq__ReqNeu36.xml,Template04,FAILED,6,1,8
parSeq__ReqNeu36.xml,commLoc_21.xml,Template01,PASSED,3,3,7
commLoc_21.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,2,8
parSeq__ReqNeu36.xml,commLoc_33.xml,Template03,PASSED,3,3,9
commLoc_33.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,7
parSeq__ReqNeu36.xml,urgLoc_30.xml,Template01,PASSED,3,3,8
urgLoc_30.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,8
parSeq__ReqNeu36.xml,commLoc_45.xml,Template02,PASSED,3,3,8
commLoc_45.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,2,7
parSeq__void46.xml,parSeq__ReqNeu36.xml,Template06,FAILED,6,1,9
parSeq__ReqNeu36.xml,parSeq__void46.xml,Template02,FAILED,6,3,7
parSeq__ReqNeu36.xml,urgLoc_1.xml,Template02,PASSED,3,3,8
urgLoc_1.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,7
parSeq__ReqNeu36.xml,delOutput__void_0.xml,Template02,PASSED,3,3,9
delOutput__void_0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
parSeq__ReqNeu36.xml,urgChan__ClutchIsOpen.xml,Template01,PASSED,3,3,7
urgChan__ClutchIsOpen.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,7
parSeq__ReqNeu36.xml,commLoc_28.xml,Template03,PASSED,3,3,8
commLoc_28.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
parSeq__ReqNeu36.xml,commLoc_39.xml,Template03,PASSED,3,3,7
commLoc_39.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
parSeq__ReqNeu36.xml,delSync__GearNeu4.xml,Template6,FAILED,6,4,8
delSync__GearNeu4.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,8
parSeq__ReqNeu36.xml,parSeq__GearSet8.xml,Template6,FAILED,6,2,7
parSeq__GearSet8.xml,parSeq__ReqNeu36.xml,Template03,FAILED,6,3,9
MaskVarChannel__TorqueZero_Template0.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,8
delSync__OpenClutch1.xml,parSeq__ReqNeu36.xml,Template04,FAILED,6,4,5
parSeq__ReqNeu36.xml,delSync__OpenClutch1.xml,Template06,FAILED,6,4,7
delOutput__GearNeu_0.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,8
parSeq__ReqNeu36.xml,delOutput__GearNeu_0.xml,Template01,PASSED,3,3,8
MaskVarChannel__CloseClutch_Template0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
parSeq__ReqNeu36.xml,MaskVarChannel__CloseClutch_Template0.xml,Template01,PASSED,3,3,7
parSeq__ReqNeu36.xml,urgChan__GearSet.xml,Template01,PASSED,3,3,7
urgChan__GearSet.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
commLoc_14.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
parSeq__ReqNeu36.xml,commLoc_14.xml,Template01,PASSED,3,3,7
commLoc_7.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,10
parSeq__ReqNeu36.xml,commLoc_7.xml,Template01,PASSED,3,3,7
parSeq__ReqNeu36.xml,delOutput__ClutchIsClosed_1.xml,Template02,PASSED,3,3,7
delOutput__ClutchIsClosed_1.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,7
parSeq__ReqNeu36.xml,MaskVarChannel__ReqSpeed_Template.xml,Template03,PASSED,3,3,10
MaskVarChannel__ReqSpeed_Template.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
parSeq__ReqNeu36.xml,parSeq__OpenClutch26.xml,Template05,FAILED,6,1,8
parSeq__OpenClutch26.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,3,9
parSeq__ReqNeu36.xml,delOutput__ReqSpeed_0.xml,Template01,PASSED,3,3,10
delOutput__ReqSpeed_0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,8
parSeq__ReqNeu36.xml,commLoc_42.xml,Template03,PASSED,3,3,9
commLoc_42.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,9
parSeq__ReqNeu36.xml,commLoc_32.xml,Template02,PASSED,3,3,7
commLoc_32.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,2,7
parSeq__ReqNeu36.xml,delSync__ClutchIsOpen3.xml,Template5,FAILED,6,1,8
delSync__ClutchIsOpen3.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,1,9
parSeq__ReqNeu36.xml,delOutput__ClutchIsOpen_0.xml,Template03,PASSED,3,3,8
delOutput__ClutchIsOpen_0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,8
parSeq__ReqNeu36.xml,urgLoc_2.xml,Template01,PASSED,3,3,7
urgLoc_2.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,8
parSeq__ReqNeu36.xml,MaskVarChannel__ReqSpeed_Template0.xml,Template01,PASSED,3,3,7
MaskVarChannel__ReqSpeed_Template0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,9
parSeq__ReqSet12.xml,parSeq__ReqNeu36.xml,Template05,FAILED,6,3,8
parSeq__ReqNeu36.xml,parSeq__ReqSet12.xml,Template02,FAILED,6,2,8
parSeq__ReqNeu36.xml,commLoc_16.xml,Template01,PASSED,3,3,8
commLoc_16.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,2,8
parSeq__ReqNeu36.xml,delSync__ReqSet3.xml,Template05,FAILED,6,1,9
delSync__ReqSet3.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,3,8
parSeq__ReqNeu36.xml,urgLoc_42.xml,Template03,PASSED,3,3,7
urgLoc_42.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,12
parSeq__ReqNeu36.xml,urgChan__ReqNewGear.xml,Template03,PASSED,3,3,9
urgChan__ReqNewGear.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,8
parSeq__ReqNeu36.xml,urgLoc_19.xml,Template03,PASSED,3,3,7
urgLoc_19.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,8
parSeq__ReqNeu36.xml,parSeq__sport44.xml,Template6,FAILED,6,1,7
parSeq__sport44.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,1,9
parSeq__ReqNeu36.xml,MaskVarChannel__GearNeu_Template.xml,Template01,PASSED,3,3,6
MaskVarChannel__GearNeu_Template.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,7
parSeq__ReqNeu36.xml,urgLoc_13.xml,Template02,PASSED,3,3,7
urgLoc_13.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,8
parSeq__ReqNeu36.xml,MaskVarChannel__GearSet_Template0.xml,Template01,PASSED,3,3,9
MaskVarChannel__GearSet_Template0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,7
parSeq__ReqNeu36.xml,MaskVarChannel__TorqueZero_Template.xml,Template01,PASSED,1,1,9
MaskVarChannel__TorqueZero_Template.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,8
parSeq__ClutchIsClosed3.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,2,7
parSeq__ReqNeu36.xml,parSeq__ClutchIsClosed3.xml,Template6,FAILED,6,3,6
parSeq__ClutchIsOpen32.xml,parSeq__ReqNeu36.xml,Template03,FAILED,6,1,10
parSeq__ReqNeu36.xml,parSeq__ClutchIsOpen32.xml,Template5,FAILED,6,2,8
parSeq__ReqNeu36.xml,commLoc_35.xml,Template02,PASSED,3,3,8
commLoc_35.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,8
parSeq__ReqNeu36.xml,urgChan__NewGear.xml,Template01,PASSED,3,3,8
urgChan__NewGear.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,7
parSeq__ReqNeu36.xml,delOutput__ReqSet_1.xml,Template01,PASSED,3,3,7
delOutput__ReqSet_1.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,2,6
parSeq__ReqNeu36.xml,MaskVarChannel__ClutchIsClosed_Template.xml,Template03,PASSED,3,3,7
MaskVarChannel__ClutchIsClosed_Template.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,8
parSeq__ReqNeu36.xml,commLoc_8.xml,Template03,PASSED,3,3,8
commLoc_8.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,9
parSeq__ReqNeu36.xml,parSeq__ClutchIsOpen29.xml,Template6,FAILED,6,1,8
parSeq__ClutchIsOpen29.xml,parSeq__ReqNeu36.xml,Template03,FAILED,6,5,7
urgLoc_4.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,9
parSeq__ReqNeu36.xml,urgLoc_4.xml,Template03,PASSED,3,3,8
parSeq__ReqNeu36.xml,delSync__void1.xml,Template06,FAILED,6,2,9
delSync__void1.xml,parSeq__ReqNeu36.xml,Template06,FAILED,6,1,11
parSeq__ReqNeu36.xml,delOutput__GearNeu_1.xml,Template03,PASSED,3,3,10
delOutput__GearNeu_1.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,9
delOutput__CloseClutch_1.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,9
parSeq__ReqNeu36.xml,delOutput__CloseClutch_1.xml,Template01,PASSED,3,3,6
parSeq__ReqNeu36.xml,delOutput__TorqueZero_0.xml,Template02,PASSED,3,3,7
delOutput__TorqueZero_0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,7
parSeq__ReqNeu36.xml,delSync__CloseClutch1.xml,Template04,FAILED,6,2,7
delSync__CloseClutch1.xml,parSeq__ReqNeu36.xml,Template06,FAILED,6,1,8
parSeq__ReqNeu36.xml,delSync__void4.xml,Template05,FAILED,6,2,8
delSync__void4.xml,parSeq__ReqNeu36.xml,Template06,FAILED,6,4,8
parSeq__ReqNeu36.xml,delSync__void3.xml,Template02,FAILED,6,4,9
delSync__void3.xml,parSeq__ReqNeu36.xml,Template04,FAILED,6,1,10
MaskVarChannel__ReqNewGear_Template.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,8
parSeq__ReqNeu36.xml,delSync__ReqSet5.xml,Template05,FAILED,6,3,7
delSync__ReqSet5.xml,parSeq__ReqNeu36.xml,Template06,FAILED,6,3,7
parSeq__ReqNeu36.xml,commLoc_36.xml,Template01,PASSED,3,3,8
commLoc_36.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,2,10
parSeq__ReqNeu36.xml,delSync__ReqSpeed1.xml,Template04,FAILED,6,1,11
delSync__ReqSpeed1.xml,parSeq__ReqNeu36.xml,Template05,FAILED,6,3,7
parSeq__ReqNeu36.xml,commLoc_6.xml,Template03,PASSED,3,3,7
commLoc_6.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,8
parSeq__ReqNeu36.xml,delSync__SpeedSet1.xml,Template5,FAILED,6,4,6
delSync__SpeedSet1.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,1,10
parSeq__ReqNeu36.xml,delSync__GearNeu1.xml,Template5,FAILED,6,2,7
delSync__GearNeu1.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,1,11
parSeq__ReqNeu36.xml,commLoc_12.xml,Template01,PASSED,3,3,9
commLoc_12.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,7
parSeq__ReqNeu36.xml,parSeq__ReqSet18.xml,Template02,FAILED,6,2,7
parSeq__ReqSet18.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,2,8
parSeq__ReqNeu36.xml,commLoc_13.xml,Template03,PASSED,3,3,8
commLoc_13.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,8
delSync__ReqSet2.xml,parSeq__ReqNeu36.xml,Template05,FAILED,6,2,9
parSeq__ReqNeu36.xml,delSync__ReqSet2.xml,Template02,FAILED,6,2,8
parSeq__ReqNeu36.xml,delOutput__void_1.xml,Template02,PASSED,3,3,8
delOutput__void_1.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,9
parSeq__ReqNeu36.xml,delSync__ClutchIsClosed1.xml,Template5,FAILED,6,2,12
delSync__ClutchIsClosed1.xml,parSeq__ReqNeu36.xml,Template03,FAILED,6,3,11
urgChan__ReqSet.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,13
parSeq__ReqNeu36.xml,urgChan__ReqSet.xml,Template03,PASSED,3,3,9
parSeq__ReqNeu36.xml,urgChan__SpeedSet.xml,Template01,PASSED,3,3,7
urgChan__SpeedSet.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,7
parSeq__ReqNeu36.xml,delSync__GearSet4.xml,Template5,FAILED,6,1,9
delSync__GearSet4.xml,parSeq__ReqNeu36.xml,Template03,FAILED,6,4,8
parSeq__ReqNeu36.xml,delSync__GearNeu2.xml,Template6,FAILED,6,1,10
delSync__GearNeu2.xml,parSeq__ReqNeu36.xml,Template03,FAILED,6,3,6
parSeq__ReqNeu36.xml,commLoc_0.xml,Template02,PASSED,3,3,7
commLoc_0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,9
urgLoc_7.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
parSeq__ReqNeu36.xml,urgLoc_7.xml,Template02,PASSED,3,3,8
parSeq__ReqNeu36.xml,urgLoc_12.xml,Template03,PASSED,3,3,6
urgLoc_12.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,7
MaskVarChannel__ReqNewGear_Template0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,8
parSeq__ReqNeu36.xml,MaskVarChannel__ReqNeu_Template.xml,Template01,PASSED,1,1,8
MaskVarChannel__ReqNeu_Template.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,7
parSeq__ReqNeu36.xml,delSync__sport1.xml,Template5,FAILED,6,4,7
delSync__sport1.xml,parSeq__ReqNeu36.xml,Template03,FAILED,6,4,7
parSeq__ReqNeu36.xml,urgChan__OpenClutch.xml,Template03,PASSED,3,3,7
urgChan__OpenClutch.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
urgLoc_0.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,11
parSeq__ReqNeu36.xml,urgLoc_0.xml,Template03,PASSED,3,3,6
parSeq__ReqNeu36.xml,parSeq__GearNeu39.xml,Template5,FAILED,6,2,7
parSeq__GearNeu39.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,1,11
parSeq__ReqNeu36.xml,commLoc_17.xml,Template01,PASSED,3,3,8
commLoc_17.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,8
parSeq__ReqNeu36.xml,delSync__ReqNewGear1.xml,Template4,FAILED,5,1,7
delSync__ReqNewGear1.xml,parSeq__ReqNeu36.xml,Template03,FAILED,5,2,8
parSeq__ReqNeu36.xml,parSeq__ReqSpeed42.xml,Template06,FAILED,6,2,8
parSeq__ReqSpeed42.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,3,7
parSeq__ReqNeu36.xml,commLoc_22.xml,Template02,PASSED,3,3,6
commLoc_22.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,8
parSeq__ReqNeu36.xml,delSync__ReqNeu2.xml,Template02,FAILED,6,3,11
delSync__ReqNeu2.xml,parSeq__ReqNeu36.xml,Template06,FAILED,6,1,12
parSeq__ReqNeu36.xml,urgLoc_17.xml,Template03,PASSED,3,3,19
urgLoc_17.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,8
parSeq__ReqNeu36.xml,urgLoc_38.xml,Template03,PASSED,3,3,7
urgLoc_38.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
parSeq__ReqNeu36.xml,urgLoc_26.xml,Template02,PASSED,3,3,7
urgLoc_26.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,10
parSeq__ReqNeu36.xml,urgChan__GearNeu.xml,Template03,PASSED,3,3,8
urgChan__GearNeu.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
parSeq__ReqNeu36.xml,MaskVarChannel__SpeedSet_Template0.xml,Template01,PASSED,3,3,7
MaskVarChannel__SpeedSet_Template0.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,2,11
parSeq__GearSet9.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,2,7
parSeq__ReqNeu36.xml,parSeq__GearSet9.xml,Template6,FAILED,6,4,7
delSync__GearNeu3.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,7
parSeq__ReqNeu36.xml,delSync__GearNeu3.xml,Template6,FAILED,6,4,7
parSeq__ReqSet15.xml,parSeq__ReqNeu36.xml,Template02,FAILED,6,2,8
parSeq__ReqNeu36.xml,parSeq__ReqSet15.xml,Template05,FAILED,6,2,8
delOutput__ClutchIsOpen_1.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,10
parSeq__ReqNeu36.xml,delOutput__ClutchIsOpen_1.xml,Template02,PASSED,3,3,12
parSeq__ReqNeu36.xml,parSeq__void45.xml,Template06,FAILED,6,6,12
parSeq__void45.xml,parSeq__ReqNeu36.xml,Template06,FAILED,6,2,8
parSeq__ReqNeu36.xml,MaskVarChannel__SpeedSet_Template.xml,Template01,PASSED,3,3,8
MaskVarChannel__SpeedSet_Template.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,8
parSeq__ReqNeu36.xml,urgLoc_22.xml,Template01,PASSED,3,3,7
urgLoc_22.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,10
parSeq__ReqNeu36.xml,commLoc_4.xml,Template02,PASSED,3,3,9
commLoc_4.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,2,7
delOutput__ReqNeu_0.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,1,9
parSeq__ReqNeu36.xml,delOutput__ReqNeu_0.xml,Template03,PASSED,3,3,7
parSeq__ReqNeu36.xml,MaskVarChannel__drive_Template0.xml,Template01,PASSED,3,3,7
MaskVarChannel__drive_Template0.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,8
parSeq__ReqNeu36.xml,delSync__OpenClutch4.xml,Template02,FAILED,6,1,8
delSync__OpenClutch4.xml,parSeq__ReqNeu36.xml,Template05,FAILED,6,2,8
parSeq__ReqNeu36.xml,parSeq__OpenClutch24.xml,Template05,FAILED,6,4,6
parSeq__OpenClutch24.xml,parSeq__ReqNeu36.xml,Template05,FAILED,6,2,8
parSeq__ReqNeu36.xml,commLoc_20.xml,Template01,PASSED,3,3,7
commLoc_20.xml,parSeq__ReqNeu36.xml,Template02,FAILED,3,1,8
urgLoc_27.xml,parSeq__ReqNeu36.xml,Template03,FAILED,3,2,7
parSeq__ReqNeu36.xml,urgLoc_27.xml,Template01,PASSED,3,3,7
